,param_tol,param_shrinking,param_kernel,param_gamma,param_degree,param_coef0,params,mean_test_score,std_test_score,rank_test_score,mean_train_score,std_train_score,avgTestScore
100,1e-08,False,sigmoid,auto,2,0.5,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 2, 'coef0': 0.5}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
101,1e-07,False,sigmoid,0.01,3,0.5,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 3, 'coef0': 0.5}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
102,1e-06,True,rbf,0.1,2,0.5,"{'tol': 1e-06, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 2, 'coef0': 0.5}",0.1718494271685761,0.019563813464498318,58,0.8089357346829879,0.0036333560448614955,
103,1e-07,True,sigmoid,auto,3,0.7000000000000001,"{'tol': 1e-07, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 3, 'coef0': 0.7000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
104,1e-06,False,rbf,0.1,4,0.0,"{'tol': 1e-06, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 4, 'coef0': 0.0}",0.1718494271685761,0.019563813464498318,58,0.8089357346829879,0.0036333560448614955,
105,1e-07,True,sigmoid,0.15,4,0.35000000000000003,"{'tol': 1e-07, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 4, 'coef0': 0.35000000000000003}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
106,0.001,True,sigmoid,0.2,3,0.15000000000000002,"{'tol': 0.001, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 3, 'coef0': 0.15000000000000002}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
107,0.1,False,rbf,0.01,0,0.9500000000000001,"{'tol': 0.1, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 0, 'coef0': 0.9500000000000001}",0.18985270049099837,0.01674036150216822,25,0.6084096359135069,0.006321597293086441,
108,1e-05,True,sigmoid,0.01,4,0.7000000000000001,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 4, 'coef0': 0.7000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
109,0.0001,True,rbf,0.05,1,0.25,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 1, 'coef0': 0.25}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
110,0.001,False,sigmoid,0.2,5,0.8,"{'tol': 0.001, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 5, 'coef0': 0.8}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
111,0.01,True,sigmoid,auto,3,0.45,"{'tol': 0.01, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 3, 'coef0': 0.45}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
112,1e-05,True,rbf,0.05,3,0.2,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3, 'coef0': 0.2}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
113,1e-08,False,sigmoid,0.2,2,1.0,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 2, 'coef0': 1.0}",0.15220949263502456,0.009286875863431592,174,0.15225785175067374,0.0023575077959626677,
114,0.0001,False,sigmoid,0.01,3,0.25,"{'tol': 0.0001, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 3, 'coef0': 0.25}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
115,0.0001,True,sigmoid,0.15,3,0.4,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 3, 'coef0': 0.4}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
116,0.001,False,rbf,0.1,0,0.55,"{'tol': 0.001, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 0, 'coef0': 0.55}",0.1718494271685761,0.019563813464498318,58,0.8089357346829879,0.0036333560448614955,
117,0.01,True,sigmoid,0.05,4,0.75,"{'tol': 0.01, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.05, 'degree': 4, 'coef0': 0.75}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
118,1e-06,False,rbf,0.01,5,0.30000000000000004,"{'tol': 1e-06, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 5, 'coef0': 0.30000000000000004}",0.18985270049099837,0.01674036150216822,25,0.6100446257587564,0.00592771123710777,
119,1e-09,True,rbf,0.15,4,0.8500000000000001,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 4, 'coef0': 0.8500000000000001}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
120,1e-07,False,rbf,0.15,0,0.45,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 0, 'coef0': 0.45}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
121,1e-07,False,rbf,0.1,3,0.05,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3, 'coef0': 0.05}",0.1718494271685761,0.019563813464498318,58,0.8089357346829879,0.0036333560448614955,
122,1e-08,False,rbf,0.05,4,0.2,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 4, 'coef0': 0.2}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
123,1e-08,False,rbf,0.15,0,0.6000000000000001,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 0, 'coef0': 0.6000000000000001}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
124,0.0001,True,sigmoid,0.15,5,0.6000000000000001,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 5, 'coef0': 0.6000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
125,1e-09,True,rbf,auto,0,0.15000000000000002,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 0, 'coef0': 0.15000000000000002}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
126,1e-08,False,rbf,0.2,5,0.7000000000000001,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 5, 'coef0': 0.7000000000000001}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
127,0.1,True,rbf,0.2,2,0.15000000000000002,"{'tol': 0.1, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 2, 'coef0': 0.15000000000000002}",0.16530278232405893,0.013761563434356517,90,0.8530537537994475,0.004574572151543546,
128,1e-05,True,rbf,0.15,3,0.35000000000000003,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 3, 'coef0': 0.35000000000000003}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
129,1e-05,True,rbf,0.15,3,0.9500000000000001,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 3, 'coef0': 0.9500000000000001}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
130,0.01,True,sigmoid,0.2,3,0.30000000000000004,"{'tol': 0.01, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 3, 'coef0': 0.30000000000000004}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
131,1e-07,True,rbf,0.15,2,0.8500000000000001,"{'tol': 1e-07, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 2, 'coef0': 0.8500000000000001}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
132,1e-06,False,rbf,auto,0,1.0,"{'tol': 1e-06, 'shrinking': False, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 0, 'coef0': 1.0}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
133,1e-05,False,sigmoid,0.2,3,0.8500000000000001,"{'tol': 1e-05, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 3, 'coef0': 0.8500000000000001}",0.15384615384615385,0.007158736898565377,126,0.1526797926789438,0.003086682641640312,
134,0.01,True,sigmoid,scale,2,0.8500000000000001,"{'tol': 0.01, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 2, 'coef0': 0.8500000000000001}",0.15057283142389524,0.006960571700284208,183,0.14939778006345095,0.0027487123531389746,
135,0.01,True,sigmoid,auto,5,0.8,"{'tol': 0.01, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 5, 'coef0': 0.8}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
136,1e-05,False,rbf,0.15,0,0.65,"{'tol': 1e-05, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 0, 'coef0': 0.65}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
137,1e-07,False,rbf,scale,3,0.30000000000000004,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 3, 'coef0': 0.30000000000000004}",0.2225859247135843,0.022853726469659896,1,0.28108591632024216,0.0026158237422675514,
138,1e-05,True,sigmoid,auto,1,0.8500000000000001,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 1, 'coef0': 0.8500000000000001}",0.15384615384615385,0.007158736898565377,126,0.1526797926789438,0.003086682641640312,
139,1e-08,True,sigmoid,0.1,4,0.30000000000000004,"{'tol': 1e-08, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.1, 'degree': 4, 'coef0': 0.30000000000000004}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
140,0.001,True,rbf,0.05,4,0.1,"{'tol': 0.001, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 4, 'coef0': 0.1}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
141,0.001,False,rbf,0.2,3,0.75,"{'tol': 0.001, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 3, 'coef0': 0.75}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
142,0.001,False,rbf,0.05,3,0.65,"{'tol': 0.001, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 3, 'coef0': 0.65}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
143,1e-07,True,rbf,auto,1,0.55,"{'tol': 1e-07, 'shrinking': True, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 1, 'coef0': 0.55}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
144,1e-08,True,sigmoid,0.01,0,0.8,"{'tol': 1e-08, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 0, 'coef0': 0.8}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
145,0.0001,True,sigmoid,0.15,4,0.75,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 4, 'coef0': 0.75}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
146,1e-08,True,rbf,0.01,0,0.65,"{'tol': 1e-08, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 0, 'coef0': 0.65}",0.18985270049099837,0.01674036150216822,25,0.6100446257587564,0.00592771123710777,
147,1e-06,False,sigmoid,0.05,0,0.5,"{'tol': 1e-06, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.05, 'degree': 0, 'coef0': 0.5}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
148,1e-05,False,rbf,0.2,1,0.75,"{'tol': 1e-05, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 1, 'coef0': 0.75}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
149,1e-05,True,sigmoid,auto,5,0.4,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 5, 'coef0': 0.4}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
150,1e-05,True,rbf,0.05,5,0.0,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 5, 'coef0': 0.0}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
151,1e-08,True,sigmoid,0.2,4,0.0,"{'tol': 1e-08, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 4, 'coef0': 0.0}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
152,0.0001,True,rbf,scale,5,0.1,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 5, 'coef0': 0.1}",0.2225859247135843,0.022853726469659896,1,0.28108591632024216,0.0026158237422675514,
153,0.0001,False,sigmoid,0.1,4,0.9500000000000001,"{'tol': 0.0001, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.1, 'degree': 4, 'coef0': 0.9500000000000001}",0.15384615384615385,0.007158736898565377,126,0.1526797926789438,0.003086682641640312,
154,0.1,True,sigmoid,0.05,2,0.5,"{'tol': 0.1, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.05, 'degree': 2, 'coef0': 0.5}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
155,1e-05,True,rbf,0.15,4,0.9,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 4, 'coef0': 0.9}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
156,1e-09,True,rbf,auto,4,0.35000000000000003,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 4, 'coef0': 0.35000000000000003}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
157,0.001,False,sigmoid,scale,4,0.8500000000000001,"{'tol': 0.001, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 4, 'coef0': 0.8500000000000001}",0.15057283142389524,0.006960571700284208,183,0.14939778006345095,0.0027487123531389746,
158,1e-08,False,sigmoid,0.2,0,0.4,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 0, 'coef0': 0.4}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
159,1e-07,False,sigmoid,0.15,2,0.5,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 2, 'coef0': 0.5}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
160,1e-05,True,rbf,auto,1,0.65,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 1, 'coef0': 0.65}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
161,0.1,True,sigmoid,scale,0,0.30000000000000004,"{'tol': 0.1, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 0, 'coef0': 0.30000000000000004}",0.14893617021276595,0.008319517051867295,190,0.14934500619562022,0.002612333235641484,
162,1e-09,True,rbf,0.2,5,0.45,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 5, 'coef0': 0.45}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
163,1e-07,False,sigmoid,0.15,3,0.7000000000000001,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 3, 'coef0': 0.7000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
164,0.1,True,sigmoid,0.15,5,0.30000000000000004,"{'tol': 0.1, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 5, 'coef0': 0.30000000000000004}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
165,0.001,False,rbf,auto,5,0.25,"{'tol': 0.001, 'shrinking': False, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 5, 'coef0': 0.25}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
166,1e-08,False,sigmoid,0.05,2,0.7000000000000001,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.05, 'degree': 2, 'coef0': 0.7000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
167,1e-05,True,sigmoid,0.01,4,0.65,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 4, 'coef0': 0.65}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
168,0.0001,True,sigmoid,0.15,3,1.0,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 3, 'coef0': 1.0}",0.15220949263502456,0.009286875863431592,174,0.15225785175067374,0.0023575077959626677,
169,1e-08,True,rbf,0.01,3,0.05,"{'tol': 1e-08, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 3, 'coef0': 0.05}",0.18985270049099837,0.01674036150216822,25,0.6100446257587564,0.00592771123710777,
170,1e-09,True,rbf,0.05,2,0.7000000000000001,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 2, 'coef0': 0.7000000000000001}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
171,0.1,True,sigmoid,0.2,3,0.9,"{'tol': 0.1, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 3, 'coef0': 0.9}",0.15384615384615385,0.007158736898565377,126,0.1526797926789438,0.003086682641640312,
172,1e-07,False,rbf,0.01,4,0.55,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 4, 'coef0': 0.55}",0.18985270049099837,0.01674036150216822,25,0.6100446257587564,0.00592771123710777,
173,1e-05,False,rbf,scale,4,0.9500000000000001,"{'tol': 1e-05, 'shrinking': False, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 4, 'coef0': 0.9500000000000001}",0.2225859247135843,0.022853726469659896,1,0.28108591632024216,0.0026158237422675514,
174,1e-07,False,sigmoid,0.15,0,0.05,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 0, 'coef0': 0.05}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
175,1e-06,False,sigmoid,0.1,3,0.5,"{'tol': 1e-06, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.1, 'degree': 3, 'coef0': 0.5}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
176,1e-05,False,sigmoid,scale,3,0.9500000000000001,"{'tol': 1e-05, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 3, 'coef0': 0.9500000000000001}",0.14893617021276595,0.008528391878580824,190,0.1493774455608837,0.002171511207198706,
177,1e-08,False,rbf,auto,2,0.9500000000000001,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 2, 'coef0': 0.9500000000000001}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
178,1e-06,False,rbf,0.2,3,0.7000000000000001,"{'tol': 1e-06, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 3, 'coef0': 0.7000000000000001}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
179,1e-06,True,rbf,0.2,1,0.35000000000000003,"{'tol': 1e-06, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 1, 'coef0': 0.35000000000000003}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
180,1e-07,True,rbf,0.01,2,0.30000000000000004,"{'tol': 1e-07, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 2, 'coef0': 0.30000000000000004}",0.18985270049099837,0.01674036150216822,25,0.6100446257587564,0.00592771123710777,
181,1e-05,True,sigmoid,0.2,1,0.9,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 1, 'coef0': 0.9}",0.15384615384615385,0.007158736898565377,126,0.1526797926789438,0.003086682641640312,
182,0.01,False,sigmoid,0.2,0,0.0,"{'tol': 0.01, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 0, 'coef0': 0.0}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
183,1e-05,True,rbf,0.05,1,0.7000000000000001,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.05, 'degree': 1, 'coef0': 0.7000000000000001}",0.1783960720130933,0.012867608334345231,39,0.7548648520810113,0.006331637152035541,
184,1e-08,False,rbf,auto,0,0.8,"{'tol': 1e-08, 'shrinking': False, 'kernel': 'rbf', 'gamma': 'auto', 'degree': 0, 'coef0': 0.8}",0.20130932896890344,0.02235384520228715,11,0.5102411924025599,0.003944324451642268,
185,0.001,True,sigmoid,scale,0,0.9,"{'tol': 0.001, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 0, 'coef0': 0.9}",0.15057283142389524,0.006960571700284208,183,0.14979938648915375,0.002748684636186973,
186,0.01,False,rbf,0.01,3,0.2,"{'tol': 0.01, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.01, 'degree': 3, 'coef0': 0.2}",0.18985270049099837,0.01674036150216822,25,0.6100446257587564,0.00592771123710777,
187,1e-05,False,sigmoid,scale,1,0.9,"{'tol': 1e-05, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 'scale', 'degree': 1, 'coef0': 0.9}",0.15057283142389524,0.006960571700284208,183,0.14979938648915375,0.002748684636186973,
188,1e-09,False,rbf,0.15,0,0.8,"{'tol': 1e-09, 'shrinking': False, 'kernel': 'rbf', 'gamma': 0.15, 'degree': 0, 'coef0': 0.8}",0.1718494271685761,0.019449851180775406,58,0.8363178415859565,0.004701335023629913,
189,0.0001,True,rbf,scale,2,0.9,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'rbf', 'gamma': 'scale', 'degree': 2, 'coef0': 0.9}",0.2225859247135843,0.022853726469659896,1,0.28108591632024216,0.0026158237422675514,
190,1e-07,False,sigmoid,0.05,5,0.7000000000000001,"{'tol': 1e-07, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.05, 'degree': 5, 'coef0': 0.7000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
191,1e-08,True,sigmoid,0.2,0,0.4,"{'tol': 1e-08, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 0, 'coef0': 0.4}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
192,1e-07,True,sigmoid,auto,5,0.35000000000000003,"{'tol': 1e-07, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 'auto', 'degree': 5, 'coef0': 0.35000000000000003}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
193,1e-05,True,sigmoid,0.01,2,0.25,"{'tol': 1e-05, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 2, 'coef0': 0.25}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
194,0.1,False,sigmoid,0.2,4,0.4,"{'tol': 0.1, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.2, 'degree': 4, 'coef0': 0.4}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
195,1e-09,True,rbf,0.2,1,0.45,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 1, 'coef0': 0.45}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
196,1e-09,False,sigmoid,0.15,5,0.0,"{'tol': 1e-09, 'shrinking': False, 'kernel': 'sigmoid', 'gamma': 0.15, 'degree': 5, 'coef0': 0.0}",0.15384615384615385,0.011870153984500762,126,0.15759359508848525,0.0036248506092250773,
197,1e-09,True,sigmoid,0.01,5,0.6000000000000001,"{'tol': 1e-09, 'shrinking': True, 'kernel': 'sigmoid', 'gamma': 0.01, 'degree': 5, 'coef0': 0.6000000000000001}",0.15548281505728315,0.01137709905620778,104,0.15721172009881737,0.004541790642714685,
198,0.0001,True,rbf,0.1,3,0.75,"{'tol': 0.0001, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.1, 'degree': 3, 'coef0': 0.75}",0.1718494271685761,0.019563813464498318,58,0.8089357346829879,0.0036333560448614955,
199,0.001,True,rbf,0.2,4,0.1,"{'tol': 0.001, 'shrinking': True, 'kernel': 'rbf', 'gamma': 0.2, 'degree': 4, 'coef0': 0.1}",0.16530278232405893,0.013761563434356517,90,0.8538702979844863,0.004646912686907823,
